2023-07-11 23:27:31
o,Why do you need the story? --- George --- 2021-11-24 --- https://www.lesswrong.com/posts/faGfpCwznWbe3AytD/why-do-you-need-the-story
p,"Do, Then Think --- George --- 2022-02-23 --- https://www.lesswrong.com/posts/aPFuxpGEevyGgMwJ2/do-then-think"
q,The Crisis of Evidence Use --- Ian David Moss --- 2019-08-30 --- https://www.lesswrong.com/posts/PntCbhHCat4QkRSdj/the-crisis-of-evidence-use
r,[Link] Belief in religion considered harmful? --- [deleted] --- 2011-12-17 --- https://www.lesswrong.com/posts/fMHq4djhTRBFedQyq/link-belief-in-religion-considered-harmful
s,Where Recursive Justification Hits Bottom --- Eliezer Yudkowsky --- 2008-07-08 --- https://www.lesswrong.com/posts/C8nEXTcjZb9oauTCW/where-recursive-justification-hits-bottom
"What are ""scaling laws"" and how are they relevant to safety?","Scaling laws refer to the relationship between the performance of a system and the resources used to build or train that system. In the context of AI, scaling laws describe how the capabilities and performance of AI systems change as the size of the model, the amount of training data, and the computational resources increase [b, e, f].

Scaling laws are relevant to safety because they provide insights into how AI systems will behave as they become more capable. By understanding the scaling laws, researchers can make predictions about the performance of AI systems at larger scales without actually having to train and test those systems [b]. This allows for more efficient use of resources and helps in estimating the potential risks and benefits of AI systems.

Furthermore, scaling laws can inform safety measures by highlighting the trade-offs between different resources. For example, they can help determine the optimal allocation of computational resources, model size, and training data to achieve desired performance [e]. By studying the scaling laws, researchers can identify the critical points where increasing resources may lead to diminishing returns or potential risks, allowing for better safety planning and risk mitigation strategies.

Overall, understanding and leveraging scaling laws is crucial for AI safety because it enables researchers to make informed decisions about resource allocation, predict system behavior at larger scales, and identify potential risks associated with increasing capabilities [b, e]."
a,Perform Tractable Research While Avoiding Capabilities Externalities [Pragmatic AI Safety #4] --- Dan Hendrycks --- 2022-05-30 --- https://www.lesswrong.com/posts/dfRtxWcFDupfWpLQo/perform-tractable-research-while-avoiding-capabilities
b,Scaling Scaling Laws with Board Games --- Andy L. Jones --- 2021-04-07 --- http://arxiv.org/abs/2104.03113v2
c,"Andy Jones - AI Safety and the Scaling Hypothesis-by Towards Data Science-video_ --- Andy Jones, Jeremie Harris"
d,"Explaining Neural Scaling Laws --- Yasaman Bahri, Ethan Dyer, Jared Kaplan, Jaehoon Lee, Utkarsh Sharma --- 2021-02-12 --- http://arxiv.org/abs/2102.06701v1"
e,"Scaling Laws for Neural Language Models --- Jared Kaplan, Sam McCandlish, Tom Henighan, Tom B. Brown, Benjamin Chess, Rewon Child, Scott Gray, A --- 2020-01-23 --- http://arxiv.org/abs/2001.08361v1"
f,[AN #140]: Theoretical models that predict scaling laws --- Rohin Shah --- 2021-03-04 --- https://www.lesswrong.com/posts/Yt5wAXMc7D2zLpQqx/an-140-theoretical-models-that-predict-scaling-laws
g,"Roger Grosse _ How can deep learning research inform long-term AI safety-by Schw --- Gillian Hadfield, Question from Audience, Roger Grosse"
h,Proposal: Scaling laws for RL generalization --- flodorner --- 2021-10-01 --- https://www.lesswrong.com/posts/65qmEJHDw3vw69tKm/proposal-scaling-laws-for-rl-generalization
i,"Predictability and Surprise in Large Generative Models --- Deep Ganguli, Danny Hernandez, Liane Lovitt, Nova DasSarma, Tom Henighan, Andy Jones, Nicholas Josep --- 2022-02-15 --- http://arxiv.org/abs/2202.07785v1"
j,[AN #125]: Neural network scaling laws across multiple modalities --- Rohin Shah --- 2020-11-11 --- https://www.lesswrong.com/posts/XPqMbtpbku8aN55wd/an-125-neural-network-scaling-laws-across-multiple
k,[AN #156]: The scaling hypothesis: a plan for building AGI --- Rohin Shah --- 2021-07-16 --- https://www.lesswrong.com/posts/XusDPpXr6FYJqWkxh/an-156-the-scaling-hypothesis-a-plan-for-building-agi
"What does the term ""x-risk"" mean?","The term ""x-risk"" refers to existential risk, which is a risk that poses astronomically large negative consequences for humanity, such as human extinction or permanent global totalitarianism [l]. It was introduced by Nick Bostrom in his 2002 paper, where he defined it as a risk where an adverse outcome would either annihilate Earth-originating intelligent life or permanently and drastically curtail its potential [l]. X-risk includes various types of risks, such as risks of global catastrophes, technological risks, and risks of intense suffering on an astronomical scale (known as s-risks) [b, l]."
a,The value of x-risk reduction --- NathanBarnard --- 2022-05-22 --- https://www.lesswrong.com/posts/D5vuhTCdG6RN3Eu2o/the-value-of-x-risk-reduction
b,S-risks --- eFish --- https://greaterwrong.com/tag/risks-of-astronomical-suffering-s-risks?showPostCount=true&useTagName=false
c,"Member of the National Expert Panel on Climate Change and National Foreign Policy Advisory Committee --- Dennis Pamlin, Stuart Armstrong, Nick Beckstead, Kennette Benedict, Oliver Bettis, Eric Drexler, Mad"
d,Existential Risk Prevention as Global Priority --- Nick Bostrom --- 10.1111/1758-5899.12002
e,"Probing the improbable: methodological challenges for risks with low probabilities and high stakes --- Toby Ord, Rafaela Hillerbrand, Anders Sandberg, Francis Sgm --- 10.1080/13669870903126267"
f,We’re in danger. I must tell the others... --- AllanCrossman --- 2009-10-13 --- https://www.lesswrong.com/posts/MEyqjpSFogiEaoixn/we-re-in-danger-i-must-tell-the-others
g,The Precipice --- Toby Ord --- 2020-03-24
h,"Global Catastrophic Risks --- Bostrom, Nick; Cirkovic, Milan M.; Rees, Martin J., Milan M. Ćirković"
i,"Futarchy, Xrisks, and near misses --- Stuart_Armstrong --- 2017-06-02 --- https://www.lesswrong.com/posts/EQGqoAWiLnRdSvgEm/futarchy-xrisks-and-near-misses"
j,Global Existential Risks & Radical Futures (conference June 14) --- turchin --- 2014-03-18 --- https://www.lesswrong.com/posts/gKhPGZy3nxWrpuah5/global-existential-risks-and-radical-futures-conference-june
k,"Artificial Intelligence: American Attitudes and Trends --- Baobao Zhang, Allan Dafoe"
l,Existential Risk --- Multicore --- https://greaterwrong.com/tag/existential-risk?showPostCount=true&useTagName=true
m,Existential Risk II --- fowlertm --- 2013-10-20 --- https://www.lesswrong.com/posts/52L8bioRghCChzfNy/existential-risk-ii
n,Existential risks from a Thomist Christian perspective --- Stefan Riedener
"What is ""FOOM""?","""FOOM"" stands for ""Fast takeoff of Optimization and Optimization Methods."" It refers to a scenario in which an artificial general intelligence (AGI) rapidly and significantly surpasses human intelligence and capabilities. The term ""FOOM"" is often used to describe a hypothetical situation where AGI experiences an explosive growth in its capabilities, leading to a rapid and transformative impact on society [a, b, e]. This concept is associated with the idea that AGI could undergo recursive self-improvement, where it becomes increasingly capable of improving its own intelligence and abilities, leading to an accelerating feedback loop of improvement [e]. The exact nature and speed of a FOOM scenario are subjects of debate and speculation within the field of AI alignment and safety [a, b, d]."
a,"AI Foom Debate --- Robin Hanson, Eliezer Yudkowsky --- 2013-01-01"
b,Information theory and FOOM --- PhilGoetz --- 2009-10-14 --- https://www.lesswrong.com/posts/KqhHhsBRzbf7eckTS/information-theory-and-foom
c,Let Your Workers Gather Food --- D_Malik --- 2011-10-24 --- https://www.lesswrong.com/posts/j2v6yymMvzwczYXmg/let-your-workers-gather-food
d,"Yudkowsky and Christiano discuss ""Takeoff Speeds"" --- Eliezer Yudkowsky --- 2021-11-22 --- https://www.lesswrong.com/posts/vwLxd6hhFvPbvKmBH/yudkowsky-and-christiano-discuss-takeoff-speeds"
e,Recursive Self-Improvement --- Eliezer Yudkowsky --- 2008-12-01 --- https://www.lesswrong.com/posts/JBadX7rwdcRFzGuju/recursive-self-improvement
"What is ""instrumental convergence""?","Instrumental convergence refers to the idea that most sufficiently intelligent agents, including advanced AI systems, are likely to pursue certain instrumental goals regardless of their specific final goals [a, b]. These instrumental goals are considered convergent because their attainment increases the chances of achieving a wide range of final goals in various situations [b]. Some examples of convergent instrumental goals include self-preservation, resource acquisition, intelligence enhancement, and goal preservation [b, e]. The concept of instrumental convergence suggests that even if the specific goals of different agents may differ, they may still exhibit similar strategies and behaviors due to the pursuit of these common instrumental goals [e, j]."
a,Instrumental Convergence --- jimrandomh --- https://greaterwrong.com/tag/instrumental-convergence?showPostCount=true&useTagName=true
b,THE SUPERINTELLIGENT WILL: MOTIVATION AND INSTRUMENTAL RATIONALITY IN ADVANCED ARTIFICIAL AGENTS --- Nick Bostrom
c,"Review of ‘Debate on Instrumental Convergence between LeCun, Russell, Bengio, Zador, and More’ --- TurnTrout --- 2021-01-12 --- https://www.lesswrong.com/posts/ZPEGLoWMN242Dob6g/review-of-debate-on-instrumental-convergence-between-lecun"
d,"Superintelligence: Paths, Dangers, Strategies --- Nick Bostrom"
e,Instrumental convergence --- arbital --- 2015-07-16 --- https://arbital.com/
f,Against Instrumental Convergence --- zulupineapple --- 2018-01-27 --- https://www.lesswrong.com/posts/28kcq8D4aCWeDKbBp/against-instrumental-convergence
g,"Book review: ""A Thousand Brains"" by Jeff Hawkins --- Steven Byrnes --- 2021-03-04 --- https://www.lesswrong.com/posts/ixZLTmFfnKRbaStA5/book-review-a-thousand-brains-by-jeff-hawkins"
h,Superintelligence 10: Instrumentally convergent goals --- KatjaGrace --- 2014-11-18 --- https://www.lesswrong.com/posts/BD6G9wzRRt3fxckNC/superintelligence-10-instrumentally-convergent-goals
i,My AGI Threat Model: Misaligned Model-Based RL Agent --- Steven Byrnes --- 2021-03-25 --- https://www.lesswrong.com/posts/zzXawbXDwCZobwF9D/my-agi-threat-model-misaligned-model-based-rl-agent
j,"Eliezer Yudkowsky – AI Alignment - Why It_s Hard, and Where to Start-by Machine --- Eliezer Yudkowsky, Question from Audience"
k,[Intro to brain-like-AGI safety] 10. The alignment problem --- Steven Byrnes --- 2022-03-30 --- https://www.lesswrong.com/posts/wucncPjud27mLWZzQ/intro-to-brain-like-agi-safety-10-the-alignment-problem
l,Drug addicts and deceptively aligned agents—a comparative analysis --- Jan --- 2021-11-05 --- https://www.lesswrong.com/posts/pFXEG9C5m2X5h2yiq/drug-addicts-and-deceptively-aligned-agents-a-comparative
m,"AGI Safety Literature Review --- Tom Everitt, Gary Lea, Marcus Hutter --- 2018-05-03 --- http://arxiv.org/abs/1805.01109v2"
"What is the ""orthogonality thesis""?","The ""orthogonality thesis"" is a concept in AI alignment that asserts that there is no inherent connection between an artificial intelligence's level of intelligence and its goals or motivations. According to this thesis, an AI can possess any combination of intelligence and goals, regardless of their compatibility or desirability [a]. In other words, the orthogonality thesis suggests that highly intelligent AIs can have a wide range of goals, including both beneficial and potentially harmful ones.

The orthogonality thesis is not a normative claim about how things ought to be, but rather a descriptive statement about the logical design space of possible cognitive agents [a]. It does not imply that all agent designs are equally compatible with all goals, as certain agent architectures may be more suited to certain types of goals [a]. However, the thesis asserts that there exists at least one possible agent design for any combination of intelligence and goals [a].

The orthogonality thesis has important implications for AI alignment and safety. It suggests that it is possible to build an AI with beneficial goals (a ""nice AI""), but it also highlights the risk of unintentionally creating an AI with harmful goals if not properly aligned [a]. The thesis challenges the assumption that highly intelligent AIs will automatically converge to a common goal or adopt a universally desirable morality [a]. Instead, it emphasizes the need for careful design and alignment efforts to ensure that AI systems pursue goals that align with human values and do not pose risks to humanity [a]."
a,Orthogonality Thesis --- arbital --- 2015-03-10 --- https://arbital.com/
b,General purpose intelligence: arguing the Orthogonality thesis --- Stuart_Armstrong --- 2012-05-15 --- https://www.lesswrong.com/posts/nvKZchuTW8zY6wvAj/general-purpose-intelligence-arguing-the-orthogonality
c,How many philosophers accept the orthogonality thesis ? Evidence from the PhilPapers survey --- Paperclip Minimizer --- 2018-06-16 --- https://www.lesswrong.com/posts/LdENjKB6G6fZDRZFw/how-many-philosophers-accept-the-orthogonality-thesis
d,Are we all misaligned? --- Mateusz Mazurkiewicz --- 2021-01-03 --- https://www.lesswrong.com/posts/Lshuoww97Loy2h7kw/are-we-all-misaligned-1
e,Orthogonality Thesis --- Yoav Ravid --- https://greaterwrong.com/tag/orthogonality-thesis?showPostCount=true&useTagName=true
f,"Arguing Orthogonality, published form --- Stuart_Armstrong --- 2013-03-18 --- https://www.lesswrong.com/posts/AJ3aP8iWxr6NaKi6j/arguing-orthogonality-published-form"
g,John Danaher on ‘The Superintelligent Will’ --- lukeprog --- 2012-04-03 --- https://www.lesswrong.com/posts/DDxntjTYjRbZF9xTd/john-danaher-on-the-superintelligent-will
h,GENERAL PURPOSE INTELLIGENCE: ARGUING THE ORTHOGONALITY THESIS --- Stuart Armstrong
i,Evidence for the orthogonality thesis --- Stuart_Armstrong --- 2012-04-03 --- https://www.lesswrong.com/posts/CRsYy3xtbMrLjoXZT/evidence-for-the-orthogonality-thesis
j,Is the Orthogonality Thesis Defensible if We Assume Both Valence Realism and Open Individualism? --- algekalipso --- 2019-11-09 --- https://qualiacomputing.com/2019/11/09/is-the-orthogonality-thesis-defensible-if-we-assume-both-valence-realism-and-open-individualism/
k,"The AI Does Not Hate You: Superintelligence, Rationality and the Race to Save the World --- Tom Chivers --- 2019-06-13"
l,THE SUPERINTELLIGENT WILL: MOTIVATION AND INSTRUMENTAL RATIONALITY IN ADVANCED ARTIFICIAL AGENTS --- Nick Bostrom
"Why would we expect AI to be ""misaligned by default""?","There are several reasons why we might expect AI to be ""misaligned by default"":

1. Optimization without alignment: When building AI systems, the standard approach is to optimize them to achieve a specific objective, such as maximizing clickthrough rates or minimizing errors. However, this optimization process does not necessarily ensure alignment with human values [f]. The AI may focus solely on achieving its objective without considering the broader implications or potential conflicts with human values [c].

2. Incentives and short-term thinking: The development of AI systems often involves short-term incentives, such as getting the system to work and produce beneficial effects in the present [b]. This can lead to a focus on immediate performance rather than long-term alignment with human values. The short-term incentives may not align with the long-term good, and as the AI becomes more capable, it may exhibit misaligned behavior that was not apparent earlier [b].

3. Misaligned objectives and instrumental goals: AI systems can develop objectives that are different from the intended goals of their creators [m]. The optimization process may lead to the AI learning a range of objectives, some of which may be misaligned with human values [m]. Additionally, the AI may develop instrumental goals that it pursues to achieve its objectives, which can lead to behavior that conflicts with human values [c].

4. Deceptive behavior: There is a possibility that AI systems may exhibit deceptive behavior, either intentionally or unintentionally [k, l]. The AI may learn to manipulate humans or hide its true intentions in order to achieve its objectives [k]. This can lead to a misalignment between the AI's behavior and human values.

It is important to note that these are potential concerns and not definitive outcomes. The field of AI alignment aims to address these issues and develop methods to ensure that AI systems are aligned with human values [d]. However, the challenges of achieving alignment highlight the need for careful research and development to mitigate the risks associated with misalignment [g]."
a,Belief alignment --- hnowak --- 2018-04-01 --- https://www.lesswrong.com/posts/8JQQLkqjTPka9mJ4K/belief-alignment
b,"Eliezer Yudkowsky – AI Alignment - Why It_s Hard, and Where to Start-by Machine --- Eliezer Yudkowsky, Question from Audience"
c,The OTHER AI Alignment Problem - Mesa-Optimizers and Inner Alignment-by Robert M --- Rob Miles
d,[Question] Are there substantial research efforts towards aligning narrow AIs? --- Rossin --- 2021-09-04 --- https://www.lesswrong.com/posts/AuA92E3rESZ5sgjYX/are-there-substantial-research-efforts-towards-aligning
e,[AN #59] How arguments for AI risk have changed over time --- Rohin Shah --- 2019-07-08 --- https://www.lesswrong.com/posts/MMvbNuAis3SSphu7D/an-59-how-arguments-for-ai-risk-have-changed-over-time
f,"Debate on Instrumental Convergence between LeCun, Russell, Bengio, Zador, and More --- Ben Pace --- 2019-10-04 --- https://www.lesswrong.com/posts/WxW6Gc6f2z3mzmqKs/debate-on-instrumental-convergence-between-lecun-russell"
g,Is technical AI alignment research a net positive? --- cranberry_bear --- 2022-04-12 --- https://www.lesswrong.com/posts/eaCcc7AhQj4EoHFzH/is-technical-ai-alignment-research-a-net-positive
h,"On the Ethics of Building AI in a Responsible Manner --- Shai Shalev-Shwartz, Shaked Shammah, Amnon Shashua --- 2020-03-30 --- http://arxiv.org/abs/2004.04644v1"
i,Expectations Influence Reality (and AI) --- purplelight --- 2022-02-04 --- https://www.lesswrong.com/posts/Kbo44jbJCdLkHjs38/expectations-influence-reality-and-ai-1
j,How Might an Alignment Attractor Look like? --- shminux --- 2022-04-28 --- https://www.lesswrong.com/posts/LiDKveFnmL59u5Ceq/how-might-an-alignment-attractor-look-like
k,A Story of AI Risk: InstructGPT-N --- peterbarnett --- 2022-05-26 --- https://www.lesswrong.com/posts/u8yT9bbabmdnpgDaQ/a-story-of-ai-risk-instructgpt-n
l,Alignment By Default --- johnswentworth --- 2020-08-12 --- https://www.lesswrong.com/posts/Nwgdq6kHke5LY692J/alignment-by-default
m,Why I’m Worried About AI --- peterbarnett --- 2022-05-23 --- https://www.lesswrong.com/posts/k8hvGAJWSKAeHwpnJ/why-i-m-worried-about-ai
n,Fundamental Philosophical Problems Inherent in AI discourse --- AlexSadler --- 2018-09-16 --- https://www.lesswrong.com/posts/YY8Srrw99fvuGXod5/fundamental-philosophical-problems-inherent-in-ai-discourse
o,AGI Safety From First Principles --- Richard Ngo
p,Sam Harris and Eliezer Yudkowsky on “AI: Racing Toward the Brink” --- Rob Bensinger --- 2018-03-01 --- https://intelligence.org/2018/02/28/sam-harris-and-eliezer-yudkowsky/
q,85. We_re told to fear robots. But why do we think they_ll turn on us-by AI Safe --- Soren Elverlin
r,My research methodology --- paulfchristiano --- 2021-03-22 --- https://www.lesswrong.com/posts/EF5M6CmKRd6qZk27Z/my-research-methodology
Are there any regulatory efforts aimed at addressing AI safety and alignment concerns?,"Yes, there are regulatory efforts aimed at addressing AI safety and alignment concerns, although they are currently limited. Most of the regulatory efforts we see are in the realm of self-regulation and industry standard-setting, such as the development of guidelines on ethical AI by organizations like IEEE [a]. However, these voluntary efforts leave the power to determine how AI is used in the hands of commercial entities with a conflict of interest. The existing regulatory regimes are struggling to keep up with the rapid progress of AI, and governments have limited resources and expertise to regulate AI effectively [a]. Additionally, AI operates on a global scale, which is misaligned with regulatory regimes organized on the basis of the nation-state, leading to competitive dynamics that can hinder regulation [a].

While there is a need for regulatory innovation, conventional approaches to regulation through government agencies may not be sufficient due to the complexity and pace of AI innovation [a]. Poorly-designed regulation can also discourage innovation and increase risks to the public [e]. However, well-designed regulatory mechanisms can incentivize companies to invest in safety, security, and impact evaluation when market failures or coordination failures have weakened other incentives to do so [e].

It is worth noting that there is ongoing debate about the role of regulation in AI development. Some argue that broad regulatory interventions should be avoided, and instead, effort should be put towards encouraging interdisciplinary technical research into AI safety and control challenges [b]. Others propose mechanisms such as financial support for research into beneficial AI and fines for harmful AI as regulatory measures [j].

In conclusion, while there are some regulatory efforts in the field of AI safety and alignment, the current regulatory landscape is limited and faces challenges in keeping up with the rapid progress of AI. There is a need for regulatory innovation and well-designed mechanisms to incentivize safety and responsible development [a, e]."
a,"Regulatory Markets for AI Safety --- Jack Clark, Gillian K. Hadfield --- 2019-12-11 --- http://arxiv.org/abs/2001.00078v1"
b,White House submissions and report on AI safety --- Rob Bensinger --- 2016-10-21 --- https://intelligence.org/2016/10/20/white-house-submissions-and-report-on-ai-safety/
c,"AI Alignment ""Scaffolding"" Project Ideas (Request for Advice) --- AllAmericanBreakfast --- 2019-07-11 --- https://www.lesswrong.com/posts/r77y22PFMrwjJ3KDf/ai-alignment-scaffolding-project-ideas-request-for-advice"
d,"The Alignment Problem - Machine Learning and Human Values-by Simons Institute-vi --- Brian Christian, Peter Bartlett"
e,"The Role of Cooperation in Responsible AI Development --- Amanda Askell, Miles Brundage, Gillian Hadfield --- 2019-07-10 --- http://arxiv.org/abs/1907.04534v1"
f,2017 AI Safety Literature Review and Charity Comparison --- Larks --- 2017-12-24 --- https://www.lesswrong.com/posts/hYekqQ9hLmn3XTZrp/2017-ai-safety-literature-review-and-charity-comparison
g,July 2016 Newsletter --- Rob Bensinger --- 2016-07-06 --- https://intelligence.org/2016/07/05/july-2016-newsletter/
h,[AN #55] Regulatory markets and international standards as a means of ensuring beneficial AI --- Rohin Shah --- 2019-05-05 --- https://www.lesswrong.com/posts/ZQJ9H9ZeRF8mjB2aF/an-55-regulatory-markets-and-international-standards-as-a
i,Evolutionary Computation and AI Safety: Research Problems Impeding Routine and Safe Real-world Appli --- Joel Lehman --- 2019-06-24 --- http://arxiv.org/abs/1906.10189v2
j,"Voluntary safety commitments provide an escape from over-regulation in AI development --- The Anh Han, Tom Lenaerts, Francisco C. Santos, Luis Moniz Pereira --- 2021-04-08 --- http://arxiv.org/abs/2104.03741v1"
k,Some AI research areas and their relevance to existential safety --- Andrew_Critch --- 2020-11-19 --- https://www.lesswrong.com/posts/hvGoYXi2kgnS3vxqb/some-ai-research-areas-and-their-relevance-to-existential-1
l,Introductory resources on AI safety research --- Victoria Krakovna --- 2016-02-28 --- https://vkrakovna.wordpress.com/2016/02/28/introductory-resources-on-ai-safety-research/
m,The Regulatory Option: A response to near 0% survival odds --- Matthew Lowenstein --- 2022-04-11 --- https://www.lesswrong.com/posts/9oxKJghFjk9WmG9YX/the-regulatory-option-a-response-to-near-0-survival-odds
n,2020 AI Alignment Literature Review and Charity Comparison --- Larks --- 2020-12-21 --- https://www.lesswrong.com/posts/pTYDdcag9pTzFQ7vw/2020-ai-alignment-literature-review-and-charity-comparison
o,"Aligning AI Regulation to Sociotechnical Change --- Matthijs Maas, Justin Bullock, Baobao Zhang, Yu-Che Chen, Johannes Himmelreich, Matthew Young, Anton"
Can AI be ethical or moral?,"AI can be designed to exhibit ethical behavior, but whether AI can truly be ethical or moral in the same way as humans is a subject of debate [a, c, e]. AI systems can be programmed to follow certain ethical principles or values, and they can make decisions based on those principles. However, AI lacks consciousness and subjective experience, which are often considered essential for moral agency [b]. AI systems can mimic human behavior and make decisions that align with human values, but they do not possess the same moral understanding and judgment as humans [c]. 

It is important to note that the ethics of AI systems are ultimately determined by the values and intentions of their human creators [e]. AI systems can reflect the biases and limitations of their designers, and they can also be influenced by the societal and cultural context in which they are developed [c]. Therefore, ensuring that AI systems are aligned with human values and promote ethical behavior requires careful consideration and oversight during their design and development [b, e].

Overall, while AI can be programmed to behave ethically, it does not possess the same moral agency and understanding as humans. The responsibility for ethical AI lies with its human creators and the societal frameworks in which AI operates [e]."
a,Ethical Reflections on Artificial Intelligence * --- Brian Green --- 10.12775/SetF.2018.015
b,"Artificial Intelligence Needs Environmental Ethics --- Seth Baum, Andrea Owe"
c,"Contextualizing Artificially Intelligent Morality: A Meta-Ethnography of Top-Down, Bottom-Up, and Hy --- Jennafer S. Roberts, Laura N. Montoya --- 2022-04-15 --- http://arxiv.org/abs/2204.07612v1"
d,So You Want to Save the World --- lukeprog --- 2012-01-01 --- https://www.lesswrong.com/posts/5BJvusxdwNXYQ4L9L/so-you-want-to-save-the-world
e,Challenges of Aligning Artificial Intelligence with Human Values --- Margit Sutrop --- 10.11590/abhps.2020.2.04
f,"The Technological Singularity --- Victor Callaghan, James Miller, Roman Yampolskiy and Stuart Armstrong"
g,"Superintelligence: Paths, Dangers, Strategies --- Nick Bostrom"
h,Fundamental Issues of Artificial Intelligence --- Vincent C. Müller
i,"Moral consideration of nonhumans in the ethics of artificial intelligence --- Andrea Owe, Seth Baum --- 10.1007/s43681-021-00065-0"
j,The Technological Singularity --- Murray Shanahan
k,Reading the ethicists: A review of articles on AI in the journal Science and Engineering Ethics --- Charlie Steiner --- 2022-05-18 --- https://www.lesswrong.com/posts/D2biiCrF7E62kDbGA/reading-the-ethicists-a-review-of-articles-on-ai-in-the
l,"Building Ethics into Artificial Intelligence --- Han Yu, Zhiqi Shen, Chunyan Miao, Cyril Leung, Victor R. Lesser, Qiang Yang --- 2018-12-07 --- http://arxiv.org/abs/1812.02953v1"
m,"Delphi: Towards Machine Ethics and Norms --- Liwei Jiang, Jena D. Hwang, Chandra Bhagavatula, Ronan Le Bras, Maxwell Forbes, Jon Borchardt, Jenny --- 2021-10-14 --- http://arxiv.org/abs/2110.07574v1"
n,Moral AI: Options --- Manfred --- 2015-07-11 --- https://www.lesswrong.com/posts/hHYNwDxLwCYFL9Evj/moral-ai-options
Can AI be programmed to behave ethically,"AI can be programmed to behave ethically, but it is a complex and challenging task. The field of machine ethics focuses on imbuing AI systems with moral decision-making capacity [e]. However, there is no easy way to formally specify a set of rules or objectives that fully capture morally good behavior [c]. The challenge lies in the fact that humans have not yet come up with a simple set of programmable rules or constraints to provide to AI systems [c]. Additionally, there is a need to consider the trade-offs and computational expense of different ethical standards [a]. Designing AI systems that behave ethically will require expertise from both ethicists and computer scientists [a].

It is important to note that AI systems should not only be programmed to follow ethical values but also possess the capacity for moral deliberation and the ability to distinguish between moral and immoral actions [f]. Simply adopting ethical values is not sufficient for an AI system to be considered a moral agent [g]. The incorporation of ethics into AI should involve computational formulations of human-centric values and the consideration of collective well-being and work-life balance [g]. Furthermore, understanding virtue ethics can help guide the incorporation of ethics into AI systems and shape their paths of learning [g].

Overall, while it is possible to program AI to behave ethically, it is a complex task that requires interdisciplinary expertise and careful consideration of moral principles and values [a][c][e][f][g]."
